Wave Number,Souls Collected,Health Lost,Potions Used,Revives,Upgrades Bought,Potions Bought,Melee,Melee Charge,Range,Range Charge,Strafing Time,Time
1,20,21,0,0,False,0,29,0,19,0,16.25329,28.26694
